0x27	2	unrunnable	4	((Fire Elemental, 1, 2))
0x28	2	runnable	4	((Lava Worm, 1, 1))
0x29	2	runnable	4	((Fire Lizard, 1, 1))
0x2a	2	runnable	4	((Red Dragon, 1, 1))
0x2b	0	runnable	4	((Bloodbones, 1, 1),(Skeleton, 2, 4),(Crawler, 1, 1))
0x2c	0	runnable	4	((Specter, 1, 5),(Wraith, 0, 3),(Wight, 0, 3),(Ghast, 0, 3))
0x2d	0	runnable	4	((Winter Wolf, 3, 7))
0x2e	1	unrunnable	4	((Ice Gigas, 1, 1),(Winter Wolf, 0, 2))
0x2f	0	runnable	75	((Dark Wizard, 1, 4))
0x30	2	runnable	4	((White Dragon, 1, 2))
0x31	2	runnable	4	((Remorazz, 1, 1))
0x32	2	unrunnable	4	((Minotaur Zombie, 1, 3))
0x33	0	runnable	4	((Rakshasa, 3, 5))
0x34	0	runnable	27	((Medusa, 2, 5))
0x35	0	runnable	4	((Mindflayer, 2, 5))
0x36	2	runnable	4	((Manticore, 1, 3))
0x37	2	runnable	4	((Wyrm, 1, 3))
0x38	2	runnable	4	((Baretta, 1, 3))
0x39	0	runnable	27	((Weretiger, 2, 4))
0x3a	2	runnable	27	((Basilisk, 1, 2))
0x3b	2	runnable	4	((Chimera, 1, 3))
0x3c	2	runnable	4	((Sand Worm, 1, 1))
0x3d	2	runnable	4	((Allosaurus, 1, 1))
0x3e	2	runnable	4	((Tyrannosaur, 1, 1))
0x3f	2	runnable	4	((Clay Golem, 1, 3))
0x40	0	runnable	4	((Earth Medusa, 1, 4))
0x41	2	runnable	33	((Neochu, 1, 1))
0x42	1	runnable	4	((Sea Troll, 1, 2),(Sea Scorpion, 1, 3))
0x43	0	runnable	4	((Sea Scorpion, 2, 6))
0x44	1	runnable	4	((Sea Scorpion, 1, 6),(Sea Snake, 2, 5),(Sea Troll, 2, 2))
0x45	1	runnable	4	((Sahagin Prince, 0, 1),(White Shark, 1, 2))
0x46	1	unrunnable	4	((Death Eye, 1, 1))
0x47	1	runnable	4	((Water Naga, 1, 1),(Water Elemental, 0, 1))
0x48	2	runnable	4	((White Shark, 1, 1),(Deepeyes, 0, 1))
0x49	0	unrunnable	4	((Water Elemental, 1, 3))
0x4a	5	runnable	4	((Cockatrice, 0, 8),(Pyrolisk, 0, 8),(King Mummy, 1, 5),(Mummy, 0, 8))
0x4b	2	unrunnable	4	((Dragon Zombie, 1, 2))
0x4c	0	runnable	4	((Guardian, 2, 5))
0x4d	0	runnable	4	((Black Knight, 2, 5))
0x4e	2	unrunnable	4	((Blue Dragon, 1, 1))
0x4f	1	runnable	4	((Nightmare, 1, 3))
0x50	0	runnable	4	((Black Flan, 3, 6))
0x51	0	runnable	4	((Air Elemental, 2, 4))
0x52	1	runnable	4	((Spirit Naga, 1, 1),(Air Elemental, 0, 1))
0x53	0	runnable	4	((Vampire Lord, 1, 3))
0x54	1	runnable	4	((Death Knight, 1, 1),(Nightmare, 1, 2))
0x55	2	runnable	4	((Chimera, 1, 2),(Rhyos, 1, 2))
0x56	2	runnable	75	((Death Machine, 1, 1))
0x57	2	unrunnable	4	((Purple Worm, 1, 2))
0x58	2	runnable	4	((Stone Golem, 1, 2))
0x59	2	unrunnable	4	((Green Dragon, 1, 1))
0x5a	2	runnable	4	((White Shark, 1, 2),(Shark, 0, 1))
0x5b	1	runnable	4	((Sahagin, 0, 6),(Bigeyes, 1, 2))
0x5c	0	runnable	4	((Buccaneer, 1, 5))
0x5d	1	runnable	4	((Shark, 1, 2),(Sahagin, 0, 2),(Bigeyes, 0, 1))
0x5e	1	runnable	4	((Shark, 1, 1),(Sahagin Chief, 0, 1))
0x5f	0	runnable	4	((Piranha, 2, 6))
0x60	2	runnable	33	((Hydra, 1, 2),(Ochu, 0, 2))
0x61	1	runnable	4	((Sea Troll, 1, 2),(Sea Snake, 0, 2),(Sea Scorpion, 0, 2))
0x62	0	runnable	4	((White Croc, 1, 2),(Red Piranha, 0, 3))
0x63	2	runnable	4	((Troll, 1, 2))
0x64	2	runnable	27	((Minotaur, 1, 2))
0x65	1	runnable	30	((Piranha, 0, 2),(Crocodile, 0, 2),(Ochu, 1, 1),(Hydra, 0, 1))
0x66	0	runnable	55	((Tarantula, 1, 2),(Black Widow, 0, 2),(Green Slime, 0, 1),(Gray Ooze, 0, 1))
0x67	1	runnable	27	((Weretiger, 1, 3),(Sabertooth, 0, 2),(Lesser Tiger, 0, 2))
0x68	0	runnable	4	((Vampire, 2, 5))
0x69	2	unrunnable	4	((Evil Eye, 1, 1))
0x6a	0	runnable	4	((Horned Devil, 2, 5))
0x6b	0	runnable	4	((Gray Ooze, 1, 3))
0x6c	0	runnable	4	((Mindflayer, 1, 3))
0x6d	2	runnable	55	((Hellhound, 1, 2))
0x6e	2	runnable	4	((Ogre Mage, 1, 1),(Ogre Chief, 1, 1),(Hyenadon, 0, 7))
0x6f	2	runnable	4	((Sphinx, 1, 2))
0x70	2	runnable	4	((Wyvern, 1, 3))
0x71	2	runnable	4	((Desert Baretta, 1, 1))
0x72	0	runnable	4	((Sea Snake, 2, 4))
0x73	3	unrunnable	4	((Lich, 1, 1))
0x74	3	unrunnable	4	((Marilith, 1, 1))
0x75	3	unrunnable	4	((Kraken, 1, 1))
0x76	3	unrunnable	4	((Tiamat, 1, 1))
0x77	3	unrunnable	4	((Tiamat, 1, 1))
0x78	3	unrunnable	4	((Kraken, 1, 1))
0x79	3	unrunnable	4	((Marilith, 1, 1))
0x7a	3	unrunnable	4	((Lich, 1, 1))
0x7b	3	unrunnable	4	((Chaos, 1, 1))
0x7c	1	unrunnable	4	((Vampire, 1, 1))
0x7d	4	unrunnable	4	((Astos, 1, 1))
0x7e	0	unrunnable	4	((Pirate, 9, 9))
0x7f	4	unrunnable	4	((Garland, 1, 1))
0x80	0	runnable	4	((Goblin, 3, 6),(Goblin Guard, 0, 4))
0x81	0	runnable	4	((Skeleton, 3, 5),(Crawler, 0, 2))
0x82	0	runnable	4	((Goblin Guard, 1, 3))
0x83	0	runnable	4	((Wolf, 4, 6),(Warg Wolf, 0, 1))
0x84	0	runnable	4	((Zombie, 2, 3),(Ghoul, 2, 4))
0x85	0	runnable	55	((Green Slime, 2, 4))
0x86	2	runnable	4	((Crazy Horse, 2, 4))
0x87	1	runnable	4	((Gigas Worm, 1, 3),(Ogre, 1, 1))
0x88	0	runnable	4	((Ghoul, 2, 5),(Ghast, 0, 4))
0x89	2	runnable	4	((Hill Gigas, 1, 3),(Lizard, 0, 2))
0x8a	0	runnable	90	((Shadow, 3, 7))
0x8b	0	runnable	4	((Warg Wolf, 4, 8))
0x8c	2	runnable	4	((Ogre, 1, 3),(Hyenadon, 0, 2))
0x8d	0	runnable	4	((Cobra, 3, 7))
0x8e	0	runnable	33	((Goblin Guard, 2, 5),(Werewolf, 0, 2))
0x8f	0	runnable	4	((Wight, 2, 5),(Ghast, 2, 5))
0x90	0	runnable	4	((Gargoyle, 3, 8))
0x91	0	runnable	33	((Werewolf, 2, 5),(Warg Wolf, 0, 5))
0x92	0	runnable	55	((Ochre Jelly, 2, 5),(Tarantula, 0, 5))
0x93	2	runnable	4	((Ogre Chief, 1, 4),(Ogre, 0, 2))
0x94	0	runnable	4	((Tarantula, 4, 8))
0x95	0	runnable	4	((Anaconda, 2, 6),(Scorpion, 0, 4))
0x96	5	runnable	4	((Cockatrice, 2, 6),(Mummy, 1, 5))
0x97	2	runnable	4	((Ankheg, 1, 6))
0x98	0	runnable	4	((Wraith, 2, 6),(Specter, 0, 4))
0x99	2	runnable	27	((Sabertooth, 1, 3),(Lesser Tiger, 0, 2))
0x9a	1	runnable	27	((Scorpion, 2, 6),(Minotaur, 1, 2))
0x9b	2	runnable	27	((Troll, 1, 2),(Minotaur, 0, 2))
0x9c	0	unrunnable	33	((Piscodemon, 3, 7))
0x9d	0	runnable	4	((Mummy, 3, 7),(King Mummy, 1, 1))
0x9e	2	runnable	4	((Hill Gigas, 2, 4))
0x9f	2	runnable	4	((Hill Gigas, 1, 4),(Lizard, 1, 1))
0xa0	1	runnable	27	((Hydra, 1, 4),(Crocodile, 0, 3))
0xa1	2	unrunnable	4	((Earth Elemental, 2, 4))
0xa2	2	unrunnable	55	((Hellhound, 1, 3),(Ogre Mage, 0, 2))
0xa3	0	runnable	4	((Pyrolisk, 4, 8))
0xa4	2	runnable	4	((Fire Hydra, 4, 4))
0xa5	1	runnable	33	((Ochu, 1, 1),(Piranha, 0, 2))
0xa6	2	runnable	4	((Fire Gigas, 1, 1),(Fire Lizard, 0, 3))
0xa7	2	unrunnable	4	((Fire Elemental, 3, 4))
0xa8	2	runnable	4	((Lava Worm, 2, 4))
0xa9	2	runnable	4	((Fire Lizard, 2, 4))
0xaa	2	runnable	4	((Red Dragon, 2, 4))
0xab	0	runnable	4	((Bloodbones, 3, 6))
0xac	0	runnable	4	((Specter, 2, 6))
0xad	0	runnable	4	((Winter Wolf, 4, 7))
0xae	1	unrunnable	4	((Ice Gigas, 2, 2),(Winter Wolf, 2, 6))
0xaf	0	runnable	75	((Dark Wizard, 2, 3),(Dark Fighter, 1, 1))
0xb0	2	runnable	4	((White Dragon, 3, 4))
0xb1	2	runnable	4	((Remorazz, 1, 2))
0xb2	2	unrunnable	4	((Minotaur Zombie, 1, 4),(Troll, 0, 2))
0xb3	0	runnable	4	((Rakshasa, 3, 7),(Medusa, 0, 5))
0xb4	1	runnable	27	((Medusa, 3, 6),(Sabertooth, 1, 2))
0xb5	1	runnable	4	((Mindflayer, 1, 6),(Clay Golem, 1, 2))
0xb6	2	runnable	4	((Manticore, 3, 4))
0xb7	2	runnable	4	((Wyrm, 1, 3))
0xb8	2	runnable	4	((Baretta, 1, 4))
0xb9	1	runnable	27	((Weretiger, 3, 6),(Sabertooth, 1, 2))
0xba	2	runnable	27	((Basilisk, 2, 4))
0xbb	2	runnable	4	((Chimera, 3, 4))
0xbc	2	runnable	4	((Sand Worm, 1, 2))
0xbd	2	runnable	4	((Allosaurus, 1, 1),(Wyvern, 0, 1))
0xbe	2	runnable	4	((Wyvern, 1, 3),(Wyrm, 0, 5))
0xbf	2	runnable	4	((Clay Golem, 1, 4),(Stone Golem, 1, 3))
0xc0	0	runnable	4	((Earth Medusa, 4, 7))
0xc1	2	runnable	33	((Neochu, 1, 2))
0xc2	1	runnable	4	((Sea Troll, 1, 2),(Sea Scorpion, 1, 4))
0xc3	0	runnable	4	((Sea Scorpion, 3, 7))
0xc4	0	runnable	4	((Sea Scorpion, 1, 5),(Sea Snake, 0, 3))
0xc5	1	runnable	4	((Sahagin Prince, 3, 6),(White Shark, 2, 2))
0xc6	1	unrunnable	4	((Ghost, 2, 5))
0xc7	1	runnable	4	((Water Naga, 1, 2),(Water Elemental, 3, 6))
0xc8	2	runnable	4	((White Shark, 1, 2),(Deepeyes, 1, 2))
0xc9	0	unrunnable	4	((Water Elemental, 3, 6))
0xca	0	runnable	4	((King Mummy, 1, 2),(Mummy, 1, 6))
0xcb	2	unrunnable	4	((Dragon Zombie, 2, 4))
0xcc	0	runnable	4	((Guardian, 0, 1),(Soldier, 1, 1))
0xcd	0	runnable	4	((Black Knight, 5, 9))
0xce	2	unrunnable	4	((Blue Dragon, 2, 3))
0xcf	1	runnable	4	((Nightmare, 1, 2),(Black Knight, 1, 2))
0xd0	0	runnable	4	((Black Flan, 4, 8))
0xd1	0	runnable	4	((Air Elemental, 3, 6))
0xd2	1	runnable	4	((Spirit Naga, 0, 1),(Air Elemental, 1, 3))
0xd3	1	runnable	4	((Vampire Lord, 1, 3),(Dragon Zombie, 1, 2))
0xd4	1	runnable	4	((Death Knight, 1, 2),(Nightmare, 1, 2))
0xd5	2	runnable	4	((Chimera, 1, 1))
0xd6	0	runnable	75	((Dark Fighter, 1, 2))
0xd7	2	unrunnable	4	((Purple Worm, 3, 4))
0xd8	2	runnable	4	((Stone Golem, 2, 4))
0xd9	2	unrunnable	4	((Green Dragon, 2, 4))
0xda	2	runnable	4	((White Shark, 1, 2),(Shark, 0, 1))
0xdb	0	runnable	4	((Sahagin, 3, 7),(Sahagin Chief, 0, 2))
0xdc	2	runnable	4	((Shark, 1, 1))
0xdd	1	runnable	4	((Sahagin, 4, 6))
0xde	1	runnable	4	((Shark, 1, 2),(Sahagin Chief, 0, 3))
0xdf	0	runnable	4	((Piranha, 3, 8))
0xe0	2	runnable	33	((Hydra, 1, 1),(Ochu, 0, 1))
0xe1	1	runnable	4	((Sea Troll, 1, 1),(Sea Snake, 0, 3))
0xe2	0	runnable	4	((White Croc, 1, 1),(Red Piranha, 1, 4))
0xe3	2	runnable	4	((Troll, 2, 4))
0xe4	2	runnable	27	((Minotaur, 2, 4))
0xe5	0	runnable	30	((Piranha, 2, 4),(Crocodile, 0, 2))
0xe6	0	runnable	55	((Tarantula, 3, 6),(Black Widow, 0, 2))
0xe7	0	runnable	27	((Weretiger, 4, 7))
0xe8	0	runnable	4	((Vampire Lord, 1, 1),(Vampire, 3, 6))
0xe9	2	unrunnable	4	((Evil Eye, 2, 3))
0xea	0	runnable	4	((Horned Devil, 3, 7))
0xeb	0	runnable	4	((Gray Ooze, 4, 7))
0xec	0	runnable	4	((Mindflayer, 3, 7))
0xed	2	runnable	55	((Hellhound, 3, 4))
0xee	2	runnable	4	((Ogre Mage, 1, 3),(Ogre Chief, 0, 2))
0xef	2	runnable	4	((Sphinx, 1, 4))
0xf0	2	runnable	4	((Wyvern, 1, 4))
0xf1	2	runnable	4	((Desert Baretta, 1, 2))
0xf2	0	runnable	4	((Sea Snake, 3, 6))
0xf3	0	runnable	4	((Goblin, 9, 9))
0xf4	0	runnable	4	((Goblin, 9, 9))
0xf5	0	runnable	4	((Goblin, 9, 9))
0xf6	0	runnable	4	((Goblin, 9, 9))
0xf7	0	runnable	4	((Goblin, 9, 9))
0xf8	0	runnable	4	((Goblin, 9, 9))
0xf9	0	runnable	4	((Goblin, 9, 9))
0xfa	0	runnable	4	((Goblin, 9, 9))
0xfb	0	runnable	4	((Goblin, 9, 9))
0xfc	0	runnable	4	((Goblin, 9, 9))
0xfd	0	runnable	4	((Goblin, 9, 9))
0xfe	0	unrunnable	4	((Sahagin Prince, 1, 2),(Sahagin Chief, 8, 8))
0xff	2	unrunnable	4	((Iron Golem, 1, 2))
0x100	6	unrunnable	4	((Echidna, 1, 1))
0x101	6	unrunnable	4	((Cerberus, 1, 1))
0x102	6	unrunnable	4	((Ahriman, 1, 1))
0x103	6	unrunnable	4	((2-Headed Dragon, 1, 1))
0x104	6	unrunnable	4	((Scarmiglione, 1, 1))
0x105	6	unrunnable	4	((Scarmiglione, 1, 1))
0x106	6	unrunnable	4	((Cagnazzo, 1, 1))
0x107	6	unrunnable	4	((Barbariccia, 1, 1))
0x108	6	unrunnable	4	((Rubicante, 1, 1))
0x109	6	unrunnable	4	((Gilgamesh, 1, 1))
0x10a	6	unrunnable	4	((Omega, 1, 1))
0x10b	6	unrunnable	4	((Shinryu, 1, 1))
0x10c	6	unrunnable	4	((Atomos, 1, 1))
0x10d	6	unrunnable	4	((Typhon, 1, 1))
0x10e	6	unrunnable	4	((Orthros, 1, 1))
0x10f	6	unrunnable	4	((Phantom Train, 1, 1))
0x110	6	unrunnable	4	((Death Gaze, 1, 1))
0x111	2	runnable	4	((Earth Troll, 1, 2))
0x112	2	runnable	27	((Earth Troll, 1, 2),(Sekhret, 0, 1))
0x113	2	runnable	33	((Earth Plant, 1, 2))
0x114	2	unrunnable	4	((Abyss Worm, 1, 2))
0x115	2	runnable	4	((Undergrounder, 1, 1))
0x116	2	runnable	4	((Yellow Ogre, 1, 2))
0x117	2	runnable	4	((Yellow Ogre, 1, 4))
0x118	2	runnable	4	((Yellow Dragon, 1, 1))
0x119	1	unrunnable	4	((Elm Gigas, 1, 1),(Dark Wolf, 0, 2))
0x11a	2	runnable	4	((Elm Gigas, 1, 2))
0x11b	2	runnable	4	((Elm Gigas, 1, 3))
0x11c	2	runnable	27	((Catoblepas, 1, 2))
0x11d	2	runnable	27	((Catoblepas, 1, 3))
0x11e	2	runnable	4	((Killer Shark, 1, 1),(Dark Eye, 0, 1))
0x11f	2	runnable	4	((Killer Shark, 1, 2))
0x120	0	runnable	4	((Gloom Widow, 1, 2))
0x121	0	runnable	4	((Gloom Widow, 1, 3))
0x122	0	runnable	4	((Gloom Widow, 2, 4))
0x123	0	runnable	4	((Gloom Widow, 4, 8))
0x124	1	runnable	4	((Sahagin Queen, 0, 1),(Killer Shark, 1, 2))
0x125	0	unrunnable	4	((Sahagin Queen, 5, 8))
0x126	0	runnable	4	((Reaper, 1, 5),(Revenant, 0, 3))
0x127	0	runnable	4	((Reaper, 2, 4))
0x128	0	runnable	4	((Reaper, 2, 6))
0x129	2	runnable	4	((Silver Dragon, 1, 1))
0x12a	2	runnable	4	((Silver Dragon, 1, 2))
0x12b	0	runnable	4	((Skuldier, 2, 4))
0x12c	0	runnable	4	((Skuldier, 3, 5),(Flood Gigas, 0, 2))
0x12d	0	unrunnable	33	((Squidraken, 1, 3))
0x12e	0	unrunnable	33	((Squidraken, 2, 4))
0x12f	0	unrunnable	33	((Squidraken, 3, 7))
0x130	2	runnable	27	((Sekhret, 1, 2))
0x131	2	unrunnable	4	((Dark Eye, 1, 1))
0x132	2	runnable	27	((Dark Elemental, 1, 1))
0x133	2	runnable	27	((Dark Elemental, 1, 2))
0x134	0	runnable	27	((Desertpede, 2, 4))
0x135	0	unrunnable	4	((Death Elemental, 1, 3))
0x136	0	unrunnable	4	((Death Elemental, 2, 4))
0x137	2	runnable	4	((Death Manticore, 3, 4))
0x138	0	runnable	75	((Devil Wizard, 1, 1))
0x139	0	runnable	75	((Devil Wizard, 1, 2))
0x13a	2	runnable	55	((Devil Hound, 1, 1))
0x13b	2	runnable	55	((Devil Hound, 1, 2))
0x13c	1	runnable	4	((Duel Knight, 1, 1),(Unicorn, 1, 2))
0x13d	0	runnable	4	((Duel Knight, 1, 2))
0x13e	0	runnable	4	((Duel Knight, 2, 5))
0x13f	0	runnable	4	((Knocker, 1, 5))
0x140	2	runnable	4	((Mad Ogre, 1, 1))
0x141	0	runnable	4	((Python, 2, 4))
0x142	0	runnable	4	((Python, 2, 6))
0x143	0	runnable	4	((Python, 3, 7))
0x144	2	runnable	4	((Hundlegs, 1, 4))
0x145	0	runnable	4	((Poison Eagle, 4, 8))
0x146	0	runnable	4	((Pharaoh, 1, 2))
0x147	0	runnable	4	((Dark Wolf, 2, 5))
0x148	0	runnable	4	((Dark Wolf, 3, 7))
0x149	1	runnable	33	((Black Goblin, 0, 5),(Dark Wolf, 1, 3),(Elm Gigas, 0, 2),(Catoblepas, 0, 2))
0x14a	0	runnable	4	((Black Goblin, 1, 4),(Knocker, 0, 2))
0x14b	0	runnable	4	((Black Goblin, 1, 5))
0x14c	0	runnable	33	((Black Goblin, 2, 5),(Wild Nakk, 0, 2))
0x14d	2	unrunnable	4	((Black Dragon, 1, 2))
0x14e	2	unrunnable	4	((Bloody Eye, 1, 1))
0x14f	2	runnable	27	((Blood Tiger, 1, 3))
0x150	2	runnable	4	((Blue Troll, 1, 2))
0x151	1	runnable	4	((Blue Troll, 1, 2),(Python, 0, 2))
0x152	2	runnable	4	((Flare Gigas, 1, 2))
0x153	0	runnable	4	((Prototype, 1, 1))
0x154	1	runnable	4	((Poison Naga, 1, 1),(Death Elemental, 0, 1))
0x155	2	runnable	4	((Holy Dragon, 2, 4))
0x156	0	runnable	4	((Bonesnatch, 1, 1),(Skuldier, 2, 4),(Flood Gigas, 1, 1))
0x157	0	runnable	4	((Bonesnatch, 1, 2),(Skuldier, 2, 4))
0x158	0	runnable	4	((Bonesnatch, 1, 3))
0x159	0	runnable	4	((Bonesnatch, 2, 4))
0x15a	2	runnable	4	((Mythril Golem, 1, 1))
0x15b	2	runnable	4	((Mage Chimera, 1, 1))
0x15c	2	runnable	4	((Yamatano Orochi, 1, 1))
0x15d	2	runnable	4	((Yamatano Orochi, 1, 2))
0x15e	0	runnable	55	((Red Flan, 2, 5),(Gloom Widow, 0, 5))
0x15f	0	runnable	4	((Red Flan, 3, 6))
0x160	0	runnable	4	((Revenant, 1, 5))
0x161	0	runnable	4	((Revenant, 2, 3))
0x162	0	runnable	4	((Rock Gargoyle, 2, 3))
0x163	0	runnable	4	((Rock Gargoyle, 2, 5))
0x164	0	runnable	4	((Rock Gargoyle, 3, 8))
0x165	0	runnable	33	((Wild Nakk, 2, 6))
0x166	0	runnable	33	((Wild Nakk, 4, 8))
0x167	2	unrunnable	4	((Red Dragon, 1, 1))
0x168	2	unrunnable	4	((White Dragon, 1, 1))
0x169	2	unrunnable	4	((Green Dragon, 1, 1))
0x16a	2	unrunnable	4	((Blue Dragon, 1, 1))
0x16b	2	unrunnable	4	((Dragon Zombie, 1, 1))
0x16c	2	unrunnable	4	((Yellow Dragon, 1, 1))
0x16d	2	unrunnable	4	((Holy Dragon, 1, 1))
0x16e	2	unrunnable	4	((Black Dragon, 1, 1))
0x16f	2	unrunnable	4	((Silver Dragon, 1, 1))
0x170	0	runnable	4	((Pharaoh, 1, 1))
